source,frame,label,knee_angle,hip_angle,back_angle,torso_length_ratio,heel_angle,heel_angle_delta,valgus_ratio,left_fppa,right_fppa,max_fppa,knee_over_toes,knee_velocity_dps,hip_velocity_dps,back_velocity_dps,max_angular_velocity_dps,rapid_movement,squat_phase,back_slack,heels_off,knee_valgus_ratio,knee_valgus_fppa,knee_valgus
test/Bad Heel/Bad Heel (149).jpg,0,bad_heel,81.095,82.906,138.484,0.8486,17.135,-143.59,1.1883,98.905,94.299,98.905,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Heel/Bad Heel (15).jpg,0,bad_heel,54.992,72.021,146.695,1.1371,24.126,-136.599,0.5587,125.008,127.649,127.649,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Bad Heel/Bad Heel (150).jpg,0,bad_heel,83.617,86.95,140.296,0.86,16.682,-144.044,0.9814,96.383,93.059,96.383,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Heel/Bad Heel (151).jpg,0,bad_heel,81.309,84.14,136.847,0.9022,18.273,-142.452,0.9213,98.691,95.31,98.691,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Heel/Bad Heel (152).jpg,0,bad_heel,84.976,88.245,139.262,0.9071,15.348,-145.378,1.0334,95.024,88.514,95.024,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (1).jpg,0,good,60.255,67.693,141.968,1.0751,0.644,-160.082,1.1227,119.745,109.149,119.745,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (10).jpg,0,good,73.197,75.953,130.729,1.348,1.697,-159.028,0.8731,106.803,102.519,106.803,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (100).jpg,0,good,60.034,61.432,133.211,1.0967,0.858,-159.867,1.3483,119.966,113.391,119.966,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (101).jpg,0,good,57.356,59.668,132.799,1.0936,3.565,-157.16,1.499,122.644,111.041,122.644,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (102).jpg,0,good,55.899,58.3,131.709,1.0883,2.126,-158.6,1.2576,124.101,115.45,124.101,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (103).jpg,0,good,56.841,59.165,134.048,1.0623,2.065,-158.66,1.1644,123.159,111.651,123.159,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (104).jpg,0,good,56.97,58.755,132.138,1.0786,1.11,-159.615,1.1407,123.03,112.22,123.03,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (105).jpg,0,good,53.265,56.758,131.726,1.1271,3.411,-157.314,1.2501,126.735,119.814,126.735,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (106).jpg,0,good,59.774,63.35,136.276,1.0576,2.238,-158.487,1.3387,120.226,110.919,120.226,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (107).jpg,0,good,86.586,77.478,124.877,0.7511,2.163,-158.562,0.9753,93.414,86.983,93.414,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (108).jpg,0,good,78.866,71.089,122.335,0.7635,2.819,-157.906,1.0267,101.134,95.365,101.134,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (109).jpg,0,good,76.679,67.464,121.696,0.7398,0.406,-160.319,1.1465,103.321,95.877,103.321,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (11).jpg,0,good,68.529,73.372,134.059,1.2758,0.251,-160.474,0.8151,111.471,110.006,111.471,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (110).jpg,0,good,76.233,65.635,118.286,0.7476,1.843,-158.883,0.6803,103.767,99.217,103.767,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (111).jpg,0,good,72.752,62.735,118.375,0.7431,1.783,-158.942,0.6929,107.248,103.112,107.248,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (112).jpg,0,good,70.861,60.31,117.073,0.7296,0.484,-160.241,0.6673,109.139,106.455,109.139,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (113).jpg,0,good,67.291,58.468,118.071,0.7379,0.599,-160.126,0.6161,112.709,109.954,112.709,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (114).jpg,0,good,66.756,57.26,116.832,0.7384,1.218,-159.508,0.6163,113.244,110.18,113.244,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (115).jpg,0,good,66.555,57.958,118.831,0.7269,0.407,-160.318,0.6443,113.445,111.771,113.445,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (116).jpg,0,good,65.859,55.857,116.618,0.7345,3.815,-156.91,0.7055,114.141,110.888,114.141,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (117).jpg,0,good,64.114,55.666,115.707,0.748,0.365,-160.361,0.8365,115.886,111.591,115.886,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (118).jpg,0,good,64.422,56.039,115.633,0.7658,1.438,-159.288,0.714,115.578,109.152,115.578,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (119).jpg,0,good,67.535,58.716,117.141,0.7614,0.649,-160.076,0.7083,112.465,107.626,112.465,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (12).jpg,0,good,68.576,72.046,136.341,1.2401,1.113,-159.612,0.854,111.424,108.794,111.424,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (120).jpg,0,good,70.353,62.755,118.855,0.7633,1.797,-158.928,0.6488,109.647,105.274,109.647,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (121).jpg,0,good,76.356,67.56,120.379,0.7775,2.978,-157.747,0.7916,103.644,98.993,103.644,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (122).jpg,0,good,79.885,72.639,124.032,0.7598,2.252,-158.473,0.7176,100.115,93.254,100.115,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (123).jpg,0,good,83.826,77.779,127.588,0.7526,5.229,-155.496,1.2472,96.174,87.01,96.174,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (124).jpg,0,good,89.916,84.97,130.766,0.7706,3.167,-157.558,1.1142,90.084,82.319,90.084,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (125).jpg,0,good,81.113,73.191,123.055,0.8098,5.756,-154.969,1.1514,98.887,90.786,98.887,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (126).jpg,0,good,77.571,66.823,116.607,0.8228,6.823,-153.902,0.9631,102.429,95.407,102.429,1,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (127).jpg,0,good,73.587,65.078,117.153,0.795,7.121,-153.604,0.8643,106.413,97.938,106.413,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (128).jpg,0,good,68.97,60.7,114.786,0.8185,3.185,-157.541,0.6663,111.03,103.633,111.03,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (129).jpg,0,good,65.528,56.075,113.468,0.8162,3.813,-156.913,0.6933,114.472,109.469,114.472,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (13).jpg,0,good,69.453,73.47,137.461,1.1889,2.809,-157.916,0.8274,110.547,109.593,110.547,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (130).jpg,0,good,60.643,53.719,113.025,0.8052,4.024,-156.702,0.527,119.357,115.566,119.357,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (131).jpg,0,good,59.86,52.276,111.347,0.789,2.235,-158.49,0.433,120.14,113.771,120.14,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (132).jpg,0,good,58.487,51.494,113.191,0.782,1.941,-158.784,0.629,121.513,116.007,121.513,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (133).jpg,0,good,57.069,51.442,113.935,0.7817,2.177,-158.549,0.7028,122.931,118.582,122.931,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (134).jpg,0,good,56.417,50.995,111.381,0.7918,3.283,-157.443,0.6576,123.583,118.706,123.583,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (135).jpg,0,good,56.334,53.346,113.625,0.779,3.767,-156.958,0.4407,123.666,116.735,123.666,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (136).jpg,0,good,56.29,52.657,112.922,0.7817,5.122,-155.603,0.5859,123.71,117.291,123.71,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (137).jpg,0,good,59.166,55.913,114.458,0.7979,3.68,-157.045,0.5654,120.834,115.54,120.834,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (138).jpg,0,good,57.819,56.439,114.664,0.8199,5.065,-155.66,0.6703,122.181,116.635,122.181,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (139).jpg,0,good,60.335,59.796,117.438,0.8217,4.604,-156.122,0.6745,119.665,114.347,119.665,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (14).jpg,0,good,66.192,69.191,134.871,1.1912,2.796,-157.929,0.7324,113.808,113.864,113.864,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Good/Good (140).jpg,0,good,67.109,64.943,119.074,0.8227,3.74,-156.986,0.4757,112.891,107.571,112.891,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (141).jpg,0,good,70.206,70.113,123.313,0.8081,5.56,-155.166,0.7298,109.794,99.33,109.794,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (142).jpg,0,good,73.919,74.009,125.504,0.8117,5.791,-154.934,0.8803,106.081,97.53,106.081,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (143).jpg,0,good,79.62,79.457,130.084,0.8218,3.979,-156.746,0.5382,100.38,93.628,100.38,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Good/Good (144).jpg,0,good,90.421,88.182,132.308,0.7951,1.266,-159.46,0.7783,89.579,81.38,89.579,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (145).jpg,0,good,83.317,74.917,126.636,0.8463,2.023,-158.702,1.2191,96.683,89.508,96.683,1,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (146).jpg,0,good,79.933,72.988,127.009,0.8361,2.663,-158.062,1.3655,100.067,92.73,100.067,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (147).jpg,0,good,77.182,69.026,124.751,0.8061,0.356,-160.369,1.0533,102.818,97.447,102.818,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (148).jpg,0,good,72.284,63.463,119.304,0.8351,1.829,-158.897,0.8945,107.716,104.031,107.716,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (149).jpg,0,good,70.83,62.086,120.511,0.8063,0.624,-160.101,0.8669,109.17,105.226,109.17,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (15).jpg,0,good,62.548,66.456,134.443,1.17,2.452,-158.273,0.7518,117.452,120.023,120.023,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (150).jpg,0,good,71.034,69.585,131.626,0.7572,0.896,-159.829,1.028,108.966,108.148,108.966,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (151).jpg,0,good,67.567,63.986,125.992,0.7794,0.605,-160.12,1.0555,112.433,110.058,112.433,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Good/Good (152).jpg,0,good,65.857,61.457,124.242,0.7786,0.158,-160.567,1.2262,114.143,108.613,114.143,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad back/Bad Back (1).jpg,0,bad_back,86.339,31.036,78.483,0.7986,1.475,-159.25,0.2965,93.661,90.101,93.661,1,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad back/Bad Back (10).jpg,0,bad_back,97.396,54.576,94.859,0.9406,1.981,-158.745,0.567,82.604,81.892,82.604,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (100).jpg,0,bad_back,89.57,55.71,99.739,0.6361,178.266,17.541,0.5027,90.43,91.321,91.321,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (101).jpg,0,bad_back,90.635,55.383,99.204,0.6504,177.622,16.897,0.6043,89.365,90.441,90.441,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (102).jpg,0,bad_back,89.905,57.02,101.004,0.6618,176.544,15.818,0.8256,90.095,90.628,90.628,0,0.0,0.0,0.0,0.0,0,bottom,1,1,0,1,1
train/Bad back/Bad Back (103).jpg,0,bad_back,92.525,61.074,100.666,0.6618,164.282,3.557,0.4667,87.475,88.372,88.372,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (104).jpg,0,bad_back,94.282,68.074,108.209,0.7636,176.888,16.163,0.3689,85.718,91.694,91.694,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (105).jpg,0,bad_back,89.665,65.643,108.575,0.7405,176.983,16.258,0.4412,90.335,96.297,96.297,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (106).jpg,0,bad_back,87.657,62.872,108.091,0.7354,178.631,17.906,0.4685,92.343,98.301,98.301,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (107).jpg,0,bad_back,85.155,60.717,107.631,0.7142,178.159,17.434,0.5477,94.845,101.293,101.293,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (108).jpg,0,bad_back,82.952,57.596,105.617,0.6965,176.2,15.475,0.4299,97.048,103.474,103.474,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (109).jpg,0,bad_back,81.375,54.368,103.45,0.6936,178.347,17.622,0.4751,98.625,104.904,104.904,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (11).jpg,0,bad_back,96.36,59.407,101.333,0.8894,4.288,-156.437,0.4161,83.64,81.43,83.64,1,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad back/Bad Back (110).jpg,0,bad_back,77.77,48.523,101.869,0.7225,176.44,15.715,0.8058,102.23,106.607,106.607,0,0.0,0.0,0.0,0.0,0,bottom,1,1,0,1,1
train/Bad back/Bad Back (111).jpg,0,bad_back,74.868,46.734,101.137,0.7297,176.207,15.482,0.8181,105.132,107.606,107.606,0,0.0,0.0,0.0,0.0,0,bottom,1,1,0,1,1
train/Bad back/Bad Back (112).jpg,0,bad_back,77.711,46.633,99.839,0.7174,174.971,14.246,0.6919,102.289,107.042,107.042,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (113).jpg,0,bad_back,77.847,46.776,99.079,0.7185,179.727,19.001,0.6071,102.153,108.093,108.093,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (114).jpg,0,bad_back,77.107,47.626,100.092,0.7113,178.986,18.26,0.6276,102.893,107.424,107.424,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (115).jpg,0,bad_back,77.297,47.647,100.841,0.7038,178.665,17.94,0.6404,102.703,107.127,107.127,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (116).jpg,0,bad_back,78.654,49.346,102.206,0.6863,174.679,13.953,0.8177,101.346,105.667,105.667,0,0.0,0.0,0.0,0.0,0,bottom,1,1,0,1,1
train/Bad back/Bad Back (117).jpg,0,bad_back,84.064,54.248,104.28,0.6826,179.457,18.732,0.6941,95.936,101.464,101.464,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (118).jpg,0,bad_back,86.968,57.729,103.036,0.7151,179.651,18.925,0.5868,93.032,99.83,99.83,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (119).jpg,0,bad_back,90.309,62.682,106.323,0.7071,178.493,17.768,0.5978,89.691,96.576,96.576,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (12).jpg,0,bad_back,96.586,58.454,100.477,0.8564,5.3,-155.425,0.4417,83.414,80.476,83.414,1,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad back/Bad Back (120).jpg,0,bad_back,93.345,66.63,108.555,0.7099,178.677,17.951,0.45,86.655,93.533,93.533,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (121).jpg,0,bad_back,97.472,73.293,111.335,0.6926,177.712,16.986,0.5619,82.528,89.935,89.935,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (122).jpg,0,bad_back,93.927,65.208,104.097,0.6862,177.839,17.114,0.4617,86.073,90.068,90.068,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (123).jpg,0,bad_back,91.336,62.353,103.315,0.6657,174.763,14.037,0.4753,88.664,93.017,93.017,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (124).jpg,0,bad_back,86.099,57.699,100.623,0.6631,177.79,17.064,0.3188,93.901,96.776,96.776,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (125).jpg,0,bad_back,85.526,54.352,98.854,0.6632,171.347,10.621,0.4617,94.474,98.644,98.644,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (126).jpg,0,bad_back,86.273,52.641,96.873,0.6687,174.189,13.464,0.4825,93.727,98.603,98.603,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (127).jpg,0,bad_back,83.918,47.908,94.518,0.6756,176.246,15.52,0.626,96.082,98.046,98.046,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (128).jpg,0,bad_back,81.554,46.298,93.71,0.6762,173.966,13.241,0.6801,98.446,100.253,100.253,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (129).jpg,0,bad_back,81.558,46.096,92.769,0.6747,172.006,11.281,0.6351,98.442,100.998,100.998,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (13).jpg,0,bad_back,92.745,56.811,98.748,0.8362,6.843,-153.883,0.8286,87.255,81.904,87.255,1,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad back/Bad Back (130).jpg,0,bad_back,81.029,45.853,92.622,0.6716,172.324,11.599,0.5709,98.971,101.297,101.297,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (131).jpg,0,bad_back,79.927,45.097,92.343,0.6752,171.17,10.445,0.5636,100.073,101.829,101.829,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (132).jpg,0,bad_back,81.319,46.826,93.916,0.6724,173.14,12.414,0.6117,98.681,101.136,101.136,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (133).jpg,0,bad_back,83.241,48.424,96.366,0.6599,175.242,14.516,0.6823,96.759,98.935,98.935,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (134).jpg,0,bad_back,80.948,49.093,97.678,0.6718,174.621,13.896,0.6864,99.052,99.647,99.647,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (135).jpg,0,bad_back,86.386,55.297,99.483,0.6741,174.959,14.233,0.4599,93.614,96.967,96.967,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (136).jpg,0,bad_back,90.459,60.813,102.271,0.6609,176.369,15.644,0.313,89.541,93.337,93.337,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (137).jpg,0,bad_back,94.084,63.99,103.712,0.6761,179.485,18.759,0.5029,85.916,89.431,89.431,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (138).jpg,0,bad_back,92.272,65.199,106.014,0.69,175.677,14.951,0.5598,87.728,91.64,91.64,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (139).jpg,0,bad_back,89.909,62.984,105.348,0.691,172.375,11.65,0.578,90.091,92.915,92.915,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (14).jpg,0,bad_back,96.397,58.177,100.049,0.7712,2.81,-157.915,0.5461,83.603,77.146,83.603,1,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad back/Bad Back (140).jpg,0,bad_back,89.782,61.132,103.07,0.6942,176.923,16.197,0.637,90.218,94.091,94.091,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (141).jpg,0,bad_back,84.249,56.888,101.626,0.6929,174.145,13.419,0.5156,95.751,98.963,98.963,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (142).jpg,0,bad_back,85.535,54.912,99.232,0.6857,175.217,14.492,0.48,94.465,98.975,98.975,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (143).jpg,0,bad_back,82.72,52.876,99.697,0.6802,177.014,16.288,0.6201,97.28,99.54,99.54,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (144).jpg,0,bad_back,80.859,50.984,98.731,0.6854,177.735,17.01,0.4636,99.141,102.275,102.275,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (145).jpg,0,bad_back,80.397,50.57,98.709,0.6849,177.55,16.825,0.534,99.603,102.333,102.333,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (146).jpg,0,bad_back,80.469,50.249,98.733,0.6777,178.515,17.79,0.6615,99.531,102.123,102.123,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (147).jpg,0,bad_back,80.921,50.459,98.631,0.6761,177.264,16.539,0.6507,99.079,101.912,101.912,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (148).jpg,0,bad_back,80.161,49.957,98.736,0.6779,178.475,17.75,0.6533,99.839,102.084,102.084,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (149).jpg,0,bad_back,80.017,49.567,98.559,0.6795,175.026,14.301,0.4483,99.983,101.754,101.754,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (15).jpg,0,bad_back,95.643,62.01,104.407,0.7887,5.388,-155.338,0.4549,84.357,75.757,84.357,1,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad back/Bad Back (150).jpg,0,bad_back,81.065,50.52,98.987,0.6746,175.374,14.649,0.4317,98.935,103.214,103.214,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
